IL_STATION_ID,NAME,SIGMA_ASQ,PHI (A),NUGGET,RMSE,Y,X,DA,CLon,SON.Precip,AWC,Drain.Index,STAT.Perm,PermBXThick
05547755,Squaw Creek at Round Lake. IL,0.0240588173719784,531600.0783,0,,2176988.67,646856.7219,18.138994,88.081493,2.897305039,18.64893391,6.594192255,0.908082607,274.9438001
05550300,Tyler Creek at Elgin. IL,0.0685534996565126,822547.6184,0,,2143078.908,631889.165,39.292658,88.402151,3.032019935,17.90379392,11.40408382,4.253416411,2830.853208
05551200,Ferson Creek near St. Charles. IL,0.0418459935268484,621720.3568,0,,2128855.677,629980.3694,52.041913,88.39298,3.038063519,18.3258814,11.77903881,1.734374121,2723.672645
05551330,Mill Creek near Batavia. IL,0.0380738577641352,602550.9515,0,,2119052.177,630124.1595,27.699583,88.385316,3.043575493,18.41298899,9.552835034,0.9930572,1951.49962
05551675,Blackberry Creek near Montgomery. IL,0.0444662360822232,644692.5091,0,,2107103.738,628237.1831,56.427418,88.419221,3.048251893,19.66399169,7.106418097,1.250440219,2970.050514
05551700,Blackberry Creek near Yorkville. IL,0.0445140812634133,657456.1821,0,,2098967.611,624084.6555,64.493801,88.418031,3.048324588,19.57632502,7.112094881,1.602969522,3537.485005
05554000,North Fork Vermilion River near Charlotte. IL,0.0160463744424628,253799.8806,0,,2006630.86,643375.8625,190.358305,88.197684,2.955301005,17.19739392,2.948957326,1.449515229,1819.041779
05554500,Vermilion River at Pontiac. IL,0.0176532959462159,286812.4511,0,,2009161.019,614920.8767,580.516999,88.367436,2.957337611,16.8264104,3.671948833,1.170257359,1519.354506
05555300,Vermilion River near Leonore. IL,0.0191041371455447,332660.8881,0,,2044182.747,587632.7499,1254.675175,88.599973,2.989427915,17.4711612,4.578224307,1.087915328,1145.952245
05555500,Vermilion River at Lowell. IL,0.030878326094827,332660.8891,0,,2048941.956,580468.2698,1281.020721,88.607714,2.991124606,17.486956,4.598867685,1.080287238,1121.5594
05557000,West Bureau Creek at Wyanet. IL,0.03065699967804,556681.3367,0,,2057890.895,533476.0186,84.964809,89.535981,3.030117552,20.59423168,9.699311568,1.728020292,413.9692342
05558000,Big Bureau Creek at Bureau. IL,0.0702040149172479,670140.9778,0,,2049316.592,549496.1675,483.984291,89.389001,3.049354372,20.65952367,8.800587271,1.373580259,1749.910429
05558500,Crow Creek (West) near Henry. IL,0.0631389384436046,470549.1152,0,,2034723.05,547702.6864,55.72225,89.548501,2.999585875,20.71226194,8.505312673,1.232350606,163.4810496
05559000,Gimlet Creek at Sparland. IL,0.0393015421884858,417690.0209,0,,2020912.829,546815.2647,5.630883,89.471376,3.115397566,20.60601406,8.701333791,1.217316355,80.60089148
05559500,Crow Creek near Washburn. IL,0.0452415732709185,405601.3404,0,,2013532.121,558217.7149,114.491452,89.161808,3.114182208,20.2496194,5.194359847,1.046892534,282.8687154
05563000,Kickapoo Creek near Kickapoo. IL,0.0418762621069522,589660.5735,0,,1993599.802,518404.2718,119.417862,89.729378,3.046282018,19.07548001,6.289809859,1.006086944,1001.769124
05564400,Money Creek near Towanda. IL,0.0234829076633584,321717.528,0,,1977028.768,595327.8528,47.320002,88.826846,3.020356665,20.18853446,5.300599039,1.108066184,184.5511044
05564500,Money Creek above Lake Bloomington. IL,0.0181965119699783,327602.6207,0,,1978541.876,593706.2621,51.256234,88.832693,3.019903892,20.14615327,5.515138229,1.10673095,193.4170232
05565000,Hickory Creek above Lake Bloomington. IL,0.0200900260672934,309267.5131,0,,1980375.379,590741.5967,10.2356,88.950766,3.034391645,19.53602943,4.338394794,1.037647917,287.9202113
05566000,East Branch Panther Creek near Gridley. IL,0.0246891809624031,398324.2106,0,,1995436.765,592957.6159,6.907384,88.89308,3.002768721,18.14174628,2.124897279,0.647176143,269.5535629
05567500,Mackinaw River near Congerville. IL,0.020436462147037,321130.8353,0,,1976944.105,566484.6885,764.872723,88.915596,3.011526442,19.70683019,6.549618839,1.067577382,494.9941504
05568000,Mackinaw River near Green Valley. IL,0.0182305712456594,249495.666,0,,1955925.142,537256.9515,1070.904839,89.046344,3.028678783,19.44147798,7.347543386,1.067502721,997.4972359
05568800,Indian Creek near Wyoming. IL,0.0321841636369273,436230.5886,0,,2017748.122,513876.6255,62.818457,89.899921,2.969103489,19.00346317,5.751281017,0.999863171,42.89361163
05569500,Spoon River at London Mills. IL,0.0309391267673223,441922.9714,0,,1980680.75,478917.3516,1069.878441,89.992358,2.989048923,19.18426829,6.249208432,1.062957134,411.1562974
05570000,Spoon River at Seville. IL,0.0266884485442773,415826.1125,0,,1956077.999,475386.2689,1635.705563,90.132412,3.010082384,19.18726692,6.503013625,1.056664177,394.4573496
05570910,Sangamon River at Fisher. IL,0.02454872071325,231177.3973,0,,1947934.967,646159.1892,240.048743,88.435287,2.94151872,18.78864201,4.796140287,1.129448773,4558.499701
05571000,Sangamon River at Mahomet. IL,0.0174220616351281,249495.6675,0,,1934086.522,640688.5299,363.614055,88.39332,2.961667323,18.90474758,5.42266623,1.110064853,3700.936118
05572000,Sangamon River at Monticello. IL,0.0191083741706083,249495.6675,0,,1914856.156,626257.1368,550.578616,88.438535,2.973334376,19.1514029,5.951129187,1.118818539,3030.323657
05572450,Friends Creek at Argenta. IL,0.0278592968628121,266653.2014,0,,1908826.387,608308.9102,111.875972,88.797262,3.011725492,19.18013545,5.498165874,1.042135655,282.3038548
05574000,South Fork Sangamon River near Nokomis. IL,0.0484634273066771,955063.3355,0,,1834914.326,575751.7325,10.783456,89.211024,3.185507307,17.8540623,4,0.552310114,3175.109465
05574500,Flat Branch near Taylorville. IL,0.0357805487772323,431179.6155,0,,1857207.771,573971.5566,276.93409,89.051027,3.149354577,19.11378915,4.803423268,0.967423724,961.596741
05575500,South Fork Sangamon River at Kincaid. IL,0.037527609046535,536321.0816,0,,1859289.073,561991.3236,561.707049,89.196511,3.122856527,18.67595868,4.901441754,0.829901699,723.9007176
05575800,Horse Creek at Pawnee. IL,0.0192590858165775,415826.1125,0,,1858634.772,546678.748,53.357105,89.602984,3.038711697,18,4,0.599288259,25.98400067
05576500,Sangamon River at Riverton. IL,0.0188064721692339,321915.8487,0,,1887961.433,546785.0927,2618.230727,89.080293,3.034742741,19.19835422,5.78856002,1.003286884,1179.362851
05577500,Spring Creek at Springfield. IL,0.0146462501285649,415826.1125,0,,1883980.272,534177.7185,102.800452,89.851624,3.007937452,19,4.478612908,0.995696761,72.86792781
05578500,Salt Creek near Rowell. IL,0.0167717317533838,249495.6675,0,,1921303.456,586740.3922,334.027097,88.734926,2.972086505,20.45655338,6.993066579,1.076393799,1161.513175
05579500,Lake Fork near Cornland. IL,0.0177120407025411,319086.1494,0,,1901011.809,559739.0893,213.571987,89.161996,2.975825435,19.54498865,5.22207035,1.200236284,3474.034978
05580000,Kickapoo Creek at Waynesville. IL,0.0162676110737239,249495.6675,0,,1936490.299,578836.1297,226.381904,88.94981,3.02581162,19.58763541,7.17281495,1.09148988,1007.864132
05580500,Kickapoo Creek near Lincoln. IL,0.0179699388851936,310580.8808,0,,1927929.963,559825.1089,303.774357,89.01993,3.020516366,19.52973801,7.018035318,1.098927927,1991.102973
05581500,Sugar Creek near Hartsburg. IL,0.0215202709628171,279978.6098,0,,1931154.717,556077.928,332.423227,89.184833,3.041251693,19.45771118,5.550665748,1.049802426,1799.934536
05582500,Crane Creek near Easton. IL,0.0094973704562525,287626.3842,0,,1931216.601,517332.9348,28.853176,89.798664,2.983305807,20.59608871,7.090531449,2.379845914,18491.61761
05584400,Drowning Fork at Bushnell. IL,0.0353499121661833,410019.4181,0,,1963203.325,459556.3542,26.561205,90.522318,3.06266146,19,4.014031823,0.994535021,87.30121463
05584500,La Moine River at Colmar. IL,0.0175230685510308,413656.3344,0,,1935597.547,429690.4258,655.100903,90.878891,3.168979445,19.08850882,6.520836489,0.987288303,158.2018325
05585000,La Moine River at Ripley. IL,0.0148466839427196,360928.7635,0,,1902612.642,453881.6281,1293.581694,90.820873,3.170009538,18.92950166,6.329260828,0.959849256,193.9236718
05586000,N Fk Mauvaise Terre Creek near Jacksonville. IL,0.0117675844672745,415826.1125,0,,1875549.646,498188.8993,30.566749,90.052063,3.122162338,19,4.503305971,0.995757419,85.52406019
05587000,Macoupin Creek near Kane. IL,0.0238695304220541,478826.7248,0,,1815289.004,479132.4544,865.082369,89.998552,3.145258521,18.79973497,6.0379063,0.901249114,257.2301771
05587900,Cahokia Creek at Edwardsville. IL,0.0407092992132591,597279.4738,0,,1771654.248,517868.1134,211.191821,89.853519,3.182927115,19.03310765,7.236469683,0.905391762,235.3843155
05590000,Kaskaskia Ditch at Bondville. IL,0.0201773444748078,249495.6675,0,,1925655.646,645762.3667,13.031059,88.339686,3.080196911,20.71202477,3.78872196,1.585961466,300
05590500,Kaskaskia River at Ficklin. IL,0.0246887441734064,415826.1079,0,,1890692.592,647146.1373,126.589906,88.332121,3.131135367,20.79178665,5.153163914,1.363750723,725.6158728
05590800,Lake Fork at Atwood. IL,0.017779334340576,302395.8617,0,,1890522.72,637706.4447,152.124481,88.483723,3.085126701,20.91156563,4.763726063,1.200082618,201.4035357
05590950,Kaskaskia River at Chesterville. IL,0.0153263282268481,316417.181,0,,1879555.793,646157.5659,361.703049,88.417914,3.120439455,20.82360072,5.520864237,1.290742038,341.769395
05591200,Kaskaskia River at Cooks Mills. IL,0.0363132231165537,166330.445,0,,1866005.856,645049.7753,476.345249,88.403269,3.142618689,20.8149141,5.700885443,1.28511579,268.1661882
05591700,West Okaw River near Lovington. IL,0.0268143171458927,374210.429,0,,1880891.902,622635.0997,114.040286,88.654805,3.097913519,20.82789227,4.689131161,1.150326383,187.8418415
05592050,Robinson Creek near Shelbyville. IL,0.0258386277302851,433738.3079,0,,1843065.573,605537.5959,91.140343,88.878859,3.191807354,19.58214528,5.235453719,1.006786671,934.3057411
05592300,Wolf Creek near Beecher City. IL,0.0431082125181771,750111.4176,0,,1815970.878,615356.5321,48.942407,88.699592,3.228329188,16.62374209,2.645037906,0.542878848,115.7875766
05592575,Hickory Creek near Brownstown. IL,0.0577854103378721,794677.566,0,,1790283.428,604641.3109,43.874323,88.863568,3.320603931,16.91240586,2.912705097,0.572143571,25
05592800,Hurricane Creek near Mulberry Grove. IL,0.0340736142343233,606125.1101,0,,1786883.135,580406.1688,151.676404,89.240022,3.248530128,17.48867062,5.912284516,0.602769795,716.0259853
05592900,East Fork Kaskaskia River near Sandoval. IL,0.0621150270067549,689367.301,0,,1761793.365,594104.2435,112.163376,88.91389,3.376096722,17.00464655,3.005384656,0.579889327,57.42503189
05593520,Crooked Creek near Hoffman. IL,0.044126295576645,575480.7922,0,,1740158.613,580562.8375,255.839929,89.051801,3.411828956,17.38841547,3.261795122,0.609162627,124.9765126
05593575,Little Crooked Creek near New Minden. IL,0.0527744818123744,664812.2557,0,,1732006.529,568713.1269,84.039155,89.365277,3.384341041,17.16647277,5.326924561,0.54225751,111.33192
05593600,Blue Grass Creek near Raymond. IL,0.0126210367111451,415826.1125,0,,1823824.039,552298.8534,19.423874,89.514447,3.170229707,17.77548919,4,0.532821319,156.7262954
05593900,East Fork Shoal Creek near Coffeen. IL,0.0226703682859989,517489.6263,0,,1811458.234,568746.8248,56.454216,89.32392,3.207255271,17.69556332,5.739218818,0.556311938,1482.235943
05593945,Shoal Creek near Pierron. IL,0.0429789660042585,543684.671,0,,1768909.171,559056.6332,678.253729,89.496341,3.2424214,17.81129912,7.620670882,0.649011355,608.7799422
05594000,Shoal Creek near Breese. IL,0.0383265634258961,571336.0416,0,,1750355.019,560777.0778,735.66758,89.497909,3.252989305,17.85435852,7.607573985,0.648166942,640.3696353
05594090,Sugar Creek at Albers. IL,0.0429732386338722,632362.3155,0,,1741936.671,549879.0354,124.273299,89.643758,3.402744349,18.44477325,9.307405347,0.782683567,217.4531466
05594330,Mud Creek near Marissa. IL,0.0745405940827783,861508.9277,0,,1710253.451,542858.9232,72.094268,89.619128,3.424576017,17.60029051,11.99972577,0.72423484,117.9233053
05594800,Silver Creek near Freeburg. IL,0.0492838105199802,482993.4109,0,,1725466.356,529518.3199,465.753782,89.792627,3.293580257,19.25776717,9.152787911,0.95017837,824.4948894
05595500,Marys River near Sparta. IL,0.0428303123861317,713918.8183,0,,1693379.008,551153.505,17.685743,89.630449,3.456486021,17.83177588,13.97159039,0.795069101,25
05595730,Rayse Creek near Waltonville. IL,0.0854096068140643,855711.8898,0,,1713366.572,602736.0184,86.732287,89.111741,3.498920821,17.24164555,3.240415878,0.605463242,69.37318383
05595800,Sevenmile Creek near Mt. Vernon. IL,0.0718560281841887,956642.7256,0,,1721859.923,618890.4395,21.206874,88.832084,3.457664274,16.89782994,6.205046595,0.858116615,159.4435654
05596000,Big Muddy River near Benton. IL,0.0635565500831954,831956.3705,0,,1684670.405,610382.8324,501.486154,88.967967,3.496212358,21.18557166,3.933408721,0.692671004,78.04440168
